date,VIS@KAU.Q,VISUS@KAU.Q,VISUSW@KAU.Q,VISUSE@KAU.Q,VISJP@KAU.Q,VISRES@KAU.Q,VLOS@KAU.Q,VDAY@KAU.Q,PRM@KAU.Q,OCUP%@KAU.Q,RMRV@KAU.Q,VEXP@KAU.Q
1989-01-01,,,,,,,,,89.41164707496326,73.29300107417599,,
1989-04-01,,,,,,,,,92.17677481826094,69.4741726211016,,
1989-07-01,,,,,,,,,93.95485543195461,71.706969214507,,
1989-10-01,,,,,,,,,92.98672267482118,69.89252375688207,,
1990-01-01,304.33353943739115,248.16368525970452,,,,,,,93.34846682667613,69.42116625385819,,
1990-04-01,309.7783087175233,256.88173840969455,,,,,,,90.67311297894928,68.0967003383001,,
1990-07-01,309.4652725075184,249.91181106096775,,,,,,,91.09944848172368,66.97805357100286,,
1990-10-01,305.2724226702646,237.0663652696333,,,,,,,92.98563837931756,64.53741317017223,,
1991-01-01,270.03298584900256,221.07395984644435,,,22.34003899047373,26.618987012084496,,,92.49830813143733,54.80731168162566,,
1991-04-01,305.6397516676804,249.05502816370404,,,23.8235210279188,32.76120247605753,,,93.62580760698059,62.992900004060516,,
1991-07-01,316.1002743007049,259.8641846845803,,,32.43745629532616,23.798633320798388,,,97.49271318014614,65.88976568106493,,
1991-10-01,290.5533188710804,230.95252730527125,,,28.548983686281332,31.05180787952784,,,99.97983774810257,62.743355966582236,,
1992-01-01,271.6824899888952,202.0489096458478,,,27.617893899876805,42.01568644317063,5.099814873608941,1385.53040334448,103.4423078964745,61.565781552510124,,
1992-04-01,244.54952615354222,182.31915516796704,,,26.48024567105741,35.750125314517774,4.459594998121794,1090.5918436273917,92.76699392881494,64.70592343409722,,
1992-07-01,198.50191965753905,146.2660285632553,,,26.8102359450295,25.42565514925425,7.098190560334603,1409.0044523214415,82.9419325342963,71.80064624041813,,
1992-10-01,166.9964070377395,120.01030662292978,,,28.7116244840363,18.274475930773406,6.930799765321428,1157.4186587066865,70.9054323070809,80.42764877297452,,
1993-01-01,122.42238461805367,85.42614098406827,,,23.972662329684432,13.02358130430097,5.393022541076486,660.2266797774987,57.52765950697392,75.93779320365957,,
1993-04-01,125.59767923944207,83.59169264972748,,,22.18197873964549,19.824007850069105,5.040179557765944,633.03485540548,61.82808329842219,74.45885176893648,,
1993-07-01,151.36164248204173,99.8523612013613,,,19.208598804681014,32.30068247599941,5.047565022867763,764.0077323961692,67.81499481281448,69.22659531203159,,
1993-10-01,176.98399362974263,122.42760516484293,,,19.35676012598907,35.199628338910635,5.187521716464203,918.108310420852,76.08592904845604,70.64342638203904,,
1994-01-01,208.43845781861012,153.27368246113667,,,18.271197816377654,36.8935775410958,5.433992919565552,1132.6531039514903,91.86308953474152,77.34236170092295,,
1994-04-01,213.16949569417244,158.17167001870683,,,20.946931278749275,34.05089439671632,5.552597488995308,1183.644406521858,105.68722505459527,77.69222045157507,,
1994-07-01,215.34428921806045,162.21590023040952,,,25.708675584827162,27.41971340282379,5.728465112699601,1233.592248004752,116.69986282997257,76.29310782403918,,
1994-10-01,223.766508224939,171.7849472897469,,,25.193195320045916,26.788365615146205,5.7237738376576,1280.7888855219,122.13982258069063,72.63897669012934,,
1995-01-01,222.46624419727698,172.5522942742568,,,24.578562956208366,25.335386966811818,5.6201926518040235,1250.3031509119755,122.47602486983395,65.62169676535851,,
1995-04-01,227.11948086209077,167.38511935002438,,,26.68196450156837,33.05239701049807,5.679137661048555,1289.8427973216963,127.6603059881241,62.400293260075095,,
1995-07-01,238.14060824417328,174.72484151737936,,,23.208203431214862,40.20756329557905,5.586565857968258,1330.3881914126928,124.40388578170608,63.64519483912414,,
1995-10-01,241.4237471547171,177.81264485833913,,,21.05126911100842,42.55983318536953,5.564757792830845,1343.4646783536355,125.42311669366917,64.99948180210885,,
1996-01-01,241.63256930989556,183.2884302422221,,,21.811141611352795,36.53299745632065,5.542398957601903,1339.2241002658347,123.43974010717686,66.9383037068179,,
1996-04-01,248.78963093226082,186.99643738487052,,,24.84031938863164,36.95287415875869,5.555735060791593,1382.2092753317622,123.80797828496931,66.52519810908301,,
1996-07-01,244.9761308550734,184.72135335397957,,,27.36144506182628,32.89333243926759,5.657162631812154,1385.8698131592457,126.60168097335162,64.69073946377847,,
1996-10-01,240.03801416121354,174.9992790189279,,,27.687093938189292,37.351641204096346,5.72373619255329,1373.9142692431572,130.4206006345023,63.21242538698735,,
1997-01-01,248.02439313290293,179.23539690527346,,,23.901271077279375,44.88772515035008,5.773857608582812,1432.0575294045461,134.44220225419625,66.17594818383142,,
1997-04-01,247.133356765324,182.16532377831797,,,23.926751395142134,41.04128159186389,6.071528405430973,1500.4771955301715,135.70030983506715,67.62982984160418,,
1997-07-01,248.5990180721023,181.89905358097903,,,23.311134565325915,43.38882992579737,6.079445838301727,1511.3442658243382,135.43816035268367,66.9460415453662,,
1997-10-01,253.32995105810875,189.14372573542977,,,27.19084296225256,36.99538236042645,5.893602686949854,1493.0260802409448,133.30266089138632,67.14818042919818,,
1998-01-01,261.48694018544575,189.31067529043565,,,29.56366852826373,42.612596366746395,6.046244814571564,1581.014056174436,135.2410351169591,65.39360953570313,91.11135707681369,
1998-04-01,275.00495360647466,202.83726645565395,,,26.625936722484546,45.541750428336144,5.63743864718334,1550.3235536280017,135.88070718039236,65.59723518860612,92.18138350339136,
1998-07-01,269.47409962666416,198.99249763856588,,,28.955797714067565,41.52580427403071,5.738352777958308,1546.3374481804822,138.60333075413604,65.07717326221625,87.28331800292011,
1998-10-01,272.43358840409894,203.60616061534452,,,26.88459703518414,41.942830753570234,5.880627225159643,1602.0803770170808,142.93159361517914,66.86531534680786,92.25145808354141,
1999-01-01,274.90405080302975,213.10434145441343,,,23.934589548382817,37.86511980023348,5.915441604107318,1626.1788592578741,141.57941944355733,69.41095007069094,98.59679888098064,
1999-04-01,270.4630823548217,210.97713632038392,,,23.158019784335995,36.32792625010177,5.705984387961641,1543.2581254365964,143.40954048165648,69.17770342892459,98.0894340293317,
1999-07-01,270.8615384536329,208.9433020669074,,,23.556191966665505,38.36204442005993,5.87829083836965,1592.2028999586987,144.7757179381153,71.19066747054025,103.1183879974584,
1999-10-01,273.0599329129916,212.401020158295,,,21.921198700615705,38.73771405408084,6.002473577363312,1639.0350323468306,149.96865547000417,71.62067902984423,106.48537909222921,
2000-01-01,269.6428637931518,209.605757557562,109.8605039397211,95.4568219467014,28.578691707789986,31.458414527799793,6.184374496947042,1667.5724501261327,149.33512786757186,73.23345517649419,108.47640995875952,
2000-04-01,273.9464305686804,212.26599215133217,112.18686493598399,95.77992657546115,32.57618596122509,29.104252456123177,6.107136580641709,1673.028267262212,148.13173581476462,76.93573032000735,112.97141050914074,
2000-07-01,265.8538999606618,206.45769120377122,111.97790417349495,98.90419366118186,31.773102206316366,27.62310655057424,6.166268388657149,1639.3264993286489,147.1836040732102,73.88787521290875,109.25846988573456,
2000-10-01,265.3782407088973,204.62055908733464,111.10472695079991,97.6790578166557,33.26202012466858,27.495661496894087,6.182265700836719,1640.6387952830064,149.28619891111995,74.47627262392297,111.64612297969859,
2001-01-01,270.1087334338787,207.9303697678199,112.51188626672266,95.36350155840648,34.3642831102955,27.81408055576324,6.016738346554615,1625.1735741909165,149.99307528237821,74.64913569609843,111.87083061902733,
2001-04-01,266.4066296418791,204.92834062011582,111.85888304573012,94.67431641565375,35.4449011011475,26.033387920615695,5.99307279963652,1596.5943257495858,152.3672813335675,73.67664792561679,112.39952308132213,
2001-07-01,246.82073829211814,191.94632261159876,104.54619887629687,86.10870142216461,30.755280648749093,24.119135031770288,6.133013879547238,1513.755013705657,151.31696851096618,69.76676682353524,107.23546599737243,
2001-10-01,225.36168370815125,187.58996700046572,104.23803181125037,83.09348060377523,16.855535139807902,20.916181567877615,6.303093520517852,1420.4757683538419,149.25600820642146,63.907449554749576,95.0908469689449,
2002-01-01,247.39048696305406,199.02953103755425,110.59541121048014,87.97942987006715,23.616289300159686,24.74466662534008,6.161928621687007,1524.4025223507292,150.79062810587007,68.81403580422106,103.38551571502938,
2002-04-01,255.00753024030666,202.03425548895325,113.91930432797452,88.6632899932969,25.228522890149,27.7447518612044,6.27444673730041,1600.031166103328,156.40597410633893,71.44472642177412,111.34712701347428,
2002-07-01,251.2281757128421,196.82353185752692,111.4779099924342,85.57232487293142,23.1976495992884,31.206994256026757,6.255347320479278,1571.5194957742242,160.95328871471688,69.01160139207344,111.79849183471032,
2002-10-01,252.27109514232117,197.51168161596553,111.41537446911114,85.77595526370445,23.1435382104029,31.615875315952735,6.497284371192101,1639.0770437717188,162.8267757397407,71.56296971526467,115.88886543678605,
2003-01-01,244.4256631267989,199.80910666440687,113.97727741100628,85.32140099387576,15.878709141648109,28.737847320743903,6.4961803733050205,1587.8331955363756,167.9166912638415,72.11733848515411,120.46876841408884,246.84849134458716
2003-04-01,240.5825526093881,205.02737631268184,118.85840169512207,87.51371508315583,9.798814637504702,25.756361659201545,6.904720928662043,1661.155386072979,169.56381031877413,71.50433621592961,120.73493229286237,240.98967509841808
2003-07-01,246.58741451118533,208.9200044729544,118.49634126581415,89.94693678700892,11.63769061609208,26.029719422138868,6.913355063250747,1704.746350644814,169.15161603298728,76.78769156538735,130.25285134587867,256.3052478896037
2003-10-01,244.27135454662908,203.67178954995686,116.68653062805751,86.62767313595945,14.380569604755113,26.218995391917105,6.869489768295824,1678.0195707458302,170.8745490510637,78.2906337335289,133.81011461383673,265.05956344087673
2004-01-01,249.2875058078975,208.10188538036664,120.16649960517223,88.56377570799702,14.242381947695034,26.943238479835877,6.965276327491546,1736.3563629431599,172.71481607525723,78.51126774808026,135.59503484190918,262.6873845313695
2004-04-01,255.86395157541088,213.37426140157527,122.1234621693596,91.65664482140171,14.790316533118773,27.699373640716868,6.916494095728082,1769.6815103809852,177.4593137981401,79.22377524117017,140.87503437166268,273.24445863880817
2004-07-01,257.0785870009371,215.6427885159544,122.26785222278652,92.64332087568599,13.711271418690451,27.724527066292197,6.868725499384532,1765.8022458790815,178.23831195904654,78.39696086274064,139.82824442608515,276.5911990732711
2004-10-01,258.6912651391913,218.24018170210377,124.10982500268159,93.82773659491528,12.160453100495754,28.290630336591764,6.724090370275308,1739.4634447967724,178.84422483422284,76.56799614800896,136.8750196936763,275.3596210180596
2005-01-01,264.51570034795276,225.97145233450402,126.40321930399358,98.02477101523606,11.503914268366334,27.04033374508243,6.664164313602257,1762.7760906463348,176.9213168333766,77.46370959774778,136.2770014642316,270.613921573523
2005-04-01,263.00465898298495,222.68825924290104,128.11970070948783,95.30673406234231,11.330459471570835,28.985940268513072,6.604652796789629,1737.0544565206742,176.50695512553136,76.48290487676817,136.06367377404038,279.6048650219583
2005-07-01,282.3479913023533,241.13421587168108,136.55201728070762,102.83086806653849,10.439558864693502,30.77421656597867,6.555622938261568,1850.966968353785,181.9904550259521,75.96428589414666,137.7634558091274,297.09687263763215
2005-10-01,280.27906074226985,238.23407255091394,138.35806270581088,102.43262685588313,10.439869395369334,31.60511879598659,6.50050527732638,1821.9555134792063,182.7979396818064,75.02243296467073,137.48586895260058,292.05285113372815
2006-01-01,285.60081637010705,243.92467974566466,137.94758161403075,105.71029982670873,9.4282355696257,32.24790105481666,6.588077836749491,1881.5604084854635,183.73833695086958,74.1361946125005,136.58847383902318,290.79191813944976
2006-04-01,295.2258086717721,251.35808231647695,146.51001961059666,104.60516475750846,8.551875148000683,35.31585120729443,6.4121311283827005,1893.0265976862252,188.63379888861073,75.2857402527844,142.11167361742523,300.3971046952005
2006-07-01,306.0806787682386,262.1176188195635,152.62912168556153,108.27321134942669,7.866487959785273,36.096571988889785,6.389838943536127,1955.8062410572625,192.36270106052905,75.01592849240377,143.93625503645515,316.9899467828318
2006-10-01,317.2248294518805,270.1361981182949,159.21727008981128,112.64391006635609,7.790456322588351,39.298175010997284,6.1965066485100575,1965.6857647710467,192.83516309999087,74.62880330897798,143.82359750709634,318.47798073417755
